X_train,y_train,X_test,y_test
0.13601792836554882,-0.12955516982823656,0.0,0.0
0.20723129731181178,0.8943304963164522,0.1724137931034483,0.2700000277065802
0.2461351098327963,-0.7911763463735726,0.3448275862068966,0.5350566770584416
0.2981745415497744,0.18021739095705697,0.5172413793103449,0.7903170770603108
0.6359412086721705,3.7225846090089982,0.6896551724137931,1.0311077143540435
0.9442089167432882,0.6930821869687206,0.8620689655172414,1.2530199996719733
0.9617146682883082,-0.1961485205139828,1.0344827586206897,1.4519909838462617
1.0895107249008273,1.9606372662037441,1.206896551724138,1.6243777455604222
1.2042339837224703,2.0635102609258302,1.3793103448275863,1.7670240888920459
2.196010680642431,1.4046614404630742,1.5517241379310347,1.877318329494301
2.537901762138897,3.682659047817262,1.7241379310344829,1.9532411114201733
2.7792627182286362,-0.6762765698852455,1.896551724137931,1.9934023791204456
3.057217123278347,1.6964398356997354,2.0689655172413794,1.9970668277022476
3.233837261910595,0.41712097502394174,2.241379310344828,1.964167365484312
3.330346103554147,1.448250858358449,2.413793103448276,1.895306342365605
3.38897786680612,0.7230454321152,2.586206896551724,1.7917445215173762
3.406239910191065,1.1524011137358428,2.7586206896551726,1.6553779963137811
3.5214344024063675,0.11902403532150885,2.931034482758621,1.4887034751245405
3.6408002037640057,1.0270807544211786,3.1034482758620694,1.294772569563655
3.7132666376424437,0.45792662320027044,3.2758620689655173,1.0771359231218087
3.8373831152586932,-0.234610391006435,3.4482758620689657,0.8397782031205289
3.847649596979065,1.313045911568098,3.620689655172414,0.5870451462078689
3.854180449527251,0.1498189095339753,3.793103448275862,0.32356399310552936
3.8797240502864794,0.3848493114333735,3.9655172413793105,0.05415876935226859
3.9700716724616045,0.7900740994227569,4.137931034482759,-0.21623803684788337
4.004143062258376,-0.8225932964222787,4.310344827586207,-0.48267578259941146
4.1966527490839685,-1.2418829903348436,4.482758620689656,-0.7402763106798291
4.741840295697909,-0.7217344479605965,4.655172413793104,-0.9843232627780154
4.789112185945959,-2.3115613082352597,4.827586206896552,-1.2103484303875298
4.905673335925669,-2.567288975123006,5.0,-1.414213562373095
